,text,date,real,prediction,probability,correct
23,Beautiful Maine Lobsters will now move tariff-free to Europe! For first time in many years. GREAT new deal by USTR levels playing field with Canada. Millions of $’s more in EXPORTS...,2020-08-25 15:39:51,1,1.0,0.15828225620818892,True
24,Sleepy Joe Biden is just a Trojan Horse for the Radical Left Agenda. He will do whatever they want!,2020-07-29 11:30:35,1,1.0,0.025811165757398058,True
25,"“Joe Biden, a little out of it, let’s face it, so he is the perfect vessel, an empty vessel, to transform the Country.” @TuckerCarlson  @FoxNews “Destroying your dreams and ending your life.”  Ned Ryan",2020-07-11 01:11:10,1,1.0,0.4626813074824804,True
26,Big improvements in rural bus service will be on their way to Michigan! I am awarding $27.8M in federal funding through @USDOT to improve bus service statewide. SO important for transit in this great state!,2020-08-12 18:43:45,1,1.0,0.04389514528011562,True
27,"Pelosi and Schumer want Trillions of Dollars of BAILOUT money for Blue States that are doing badly, both economically and in terms of high crime, as a condition to making a deal on stimulus - But the USA is coming back strong!",2020-09-11 20:07:21,1,1.0,0.0867660084268067,True
28,"THE WALL STREET JOURNAL

“Trump Wins in Portland”

“Something big has changed in Portland, Ore. After weeks of chaos and flames outside the city’s federal courthouse, the past few days have seen the violence subside dramatically. What happened?” William McGurn @WSJ",2020-08-04 20:10:43,1,0.0,0.5498515628282002,False
29,"Great total numbers for the Republican National Convention. Blows Democrat National Convention away. Also, much bigger fund raising numbers!",2020-08-29 04:07:23,1,1.0,0.14255476162527014,True
30,"You will never hear this on the Fake News concerning the China Virus, but by comparison to most other countries, who are suffering greatly, we are doing very well - and we have done things that few other countries could have done!",2020-07-21 10:39:47,1,1.0,0.06502203959941277,True
31,"The deep state, or whoever, over at the FDA is making it very difficult for drug companies to get people in order to test the vaccines and therapeutics. Obviously, they are hoping to delay the answer until after November 3rd. Must focus on speed, and saving lives! @SteveFDA",2020-08-22 11:49:39,1,1.0,0.4594539486118303,True
32,"Somebody please explain to @MichelleObama that Donald J. Trump would not be here, in the beautiful White House, if it weren’t for the job done by your husband, Barack Obama. Biden was merely an afterthought, a good reason for that very late &  unenthusiastic endorsement.....",2020-08-18 11:00:52,1,1.0,0.4660737173240427,True
33,"Sleepy Joe Biden just agreed with the Radical Left Democrats to raise Taxes by Three Trillion Dollars. Everyone will pay - Will kill your Stocks, 401k’s, and the ECONOMY. BIG CRASH!  #MAGA",2020-08-08 19:28:59,1,1.0,0.298066710631838,True
34,"On my way, Nevada!",2020-09-12 22:05:41,1,0.0,0.6438676293679441,False
35,"The Democrats are just ANGRY that the vaccine and delivery are so far ahead of schedule. They hate what they are seeing. Saving lives should make them happy, not sad!",2020-09-17 20:44:16,1,1.0,0.2538342242703646,True
36,"The Democrats will open up their states on November 4th, the day after the Election. These shutdowns are ridiculous, and only being done to hurt the economy prior to the most important election, perhaps, in our history! #MAGA",2020-09-08 12:43:41,1,1.0,0.1593696252908453,True
37,"This week you had Joe Biden call Arizona a CITY. Nothing matters with him, however, because the Opposition Party (Lamestream Media) covers everything up - especially the corruption. The Obama/Biden Administration is the most corrupt in history. They even spied on my campaign!",2020-07-26 12:38:16,1,1.0,0.032421596662910335,True
38,.@FoxNews weekend afternoons is the worst! Getting into @CNN and MSDNC territory. Watch @OANN & @newsmax instead. Much better!,2020-07-05 21:05:50,1,1.0,0.18413895181862916,True
39,"The Democrats would not have BANNED travel from heavily infected China, especially so early, therefore, far more people would have died. Corrupt Joe Biden now admits this!!!",2020-07-06 18:44:09,1,1.0,0.13946753699694714,True
40,".@GoyaFoods is doing GREAT. The Radical Left smear machine backfired, people are buying like crazy!",2020-07-15 11:57:43,1,1.0,0.17347059727842817,True
41,"Anarchists, Agitators or Protestors who vandalize or damage our Federal Courthouse in Portland, or any Federal Buildings in any of our Cities or States, will be prosecuted under our recently re-enacted Statues & Monuments Act. MINIMUM TEN YEARS IN PRISON. Don’t do it! @DHSgov",2020-07-27 22:28:47,1,1.0,0.24266224834156136,True
42,Just out: Some people in the Great State of North Carolina have been sent TWO BALLOTS. RIGGED ELECTION in waiting!,2020-09-17 18:18:45,1,1.0,0.30759232396638514,True
43,Will be doing a News Conference live from the White House at 3:30 P.M. Eastern.,2020-09-10 19:03:37,1,1.0,0.05186147522760287,True
44,Astronauts complete first splashdown in 45 years. Very exciting!,2020-08-02 18:59:28,1,1.0,0.49207893294756233,True
45,"Joe Biden is not on the side of Law Enforcement, and that was spectacularly evident on my very successful trip yesterday to Kenosha. We solved the problem quickly, and it was very much appreciated by the people of Wisconsin. Joe Biden wouldn’t know where to begin - a bad record!",2020-09-02 12:26:11,1,1.0,0.19301816640481073,True
46,"Bob Woodward’s badly written book is very boring & totally “obsolete”. Didn’t even talk about the recent Middle East deal. Just another tired, washed up Trump Hater, who can’t stand that I have done so much, so quickly! #MAGA",2020-09-17 23:22:37,1,0.0,0.7327020128459985,False
47,"In addition to nearly $8 billion that Treasury provided tribal communities, @HUDgov is releasing an additional $25 million in #CARESAct funding today to respond to the CoronaVirus with improved housing, indoor air quality, and food pantry support.",2020-07-17 20:34:09,1,1.0,0.30242870787406295,True
48,Moving up News Conference to 5:15. Enjoy!,2020-09-16 21:08:29,1,1.0,0.11954150000430752,True
49,"I am the ultimate member of The Book of the Month Club. First I have lowlife dummy John Bolton, a war mongering fool, violating the law (he released massive amounts of Classified Information) and an NDA in order to build badly needed credibility and make a few dollars, which",2020-07-17 22:35:39,1,1.0,0.39568470946947554,True
50,All the Radical Left Democrats are trying to do with the Post Office hearings is blame the Republicans for the FRAUD that will occur because of the 51 Million Ballots that are being sent to people who have not even requested them. They are setting the table for a BIG MESS!,2020-08-24 15:45:30,1,1.0,0.29685791972370035,True
51,"About the only way a person is able to write a book on me is if they agree that it will contain as much bad “stuff” as possible, much of which is lies. It’s like getting a job with CNN or MSDNC and saying that “President Trump is great.” You have ZERO chance. FAKE NEWS!",2020-08-29 15:35:32,1,1.0,0.1714732576989858,True
52,"The Democrats in the House are trying to undo my big win Travel Ban Bill, which successfully keeps very bad and dangerous people out of our great Country. Passed along party lines. Hopefully, will be DEAD in the Senate! The Dems have gone Stone Cold Left - Venezuela on steroids!",2020-07-25 11:43:36,1,1.0,0.06295859078189714,True
53,"Congratulations to @RonnyJackson4TX on a big win against a tough and really good opponent. Ronny will be a fantastic Congressman - Will represent the wonderful people of the Great State of Texas, and the USA, very well. Proud of you Ronny!!!",2020-07-15 03:21:20,1,1.0,0.006597606694677904,True
54,"The Unsolicited Mail In Ballot Scam is a major threat to our Democracy, & the Democrats know it. Almost all recent elections using this system, even though much smaller &  with far fewer Ballots to count, have ended up being a disaster. Large numbers of missing Ballots & Fraud!",2020-09-12 20:10:58,1,1.0,0.20652356867432187,True
55,"The ObamaBiden Administration was the most corrupt in history, including the fact that they got caught SPYING ON MY CAMPAIGN, the biggest political scandal in the history of our Country. It’s called Treason, and more. Thanks for your very kind words Michelle!",2020-08-18 11:16:31,1,1.0,0.056821952913356344,True
56,"Sad to see the damage from the derecho in Midwest. 112 mile per hour winds in Midway, Iowa! The Federal government is in close coordination with State officials. We are with you all the way - Stay safe and strong!",2020-08-11 23:56:13,1,1.0,0.17629477479043854,True
57,"We will NOT stand for looting, arson, violence, and lawlessness on American streets. My team just got off the phone with Governor Evers who agreed to accept federal assistance (Portland should do the same!)...",2020-08-26 17:19:36,1,1.0,0.44618627725884197,True
58,"Was Andy McCabe ever forced to pay back the $700,000 illegally given to him and his wife, for his wife’s political campaign, by Crooked Hillary Clinton while Hillary was under FBI investigation, and McCabe was the head of the FBI??? Just askin’?",2020-09-12 13:09:37,1,1.0,0.4544009612448505,True
59,"Wow, just called! @TTuberville - Tommy Tuberville WON big against Jeff Sessions. Will be a GREAT Senator for the incredible people of Alabama. @DougJones is a terrible Senator who is just a Super Liberal puppet for Schumer & Pelosi. Represents Alabama poorly. On to November 3rd.",2020-07-15 01:43:52,1,1.0,0.20893299424429912,True
60,"I’ve been getting really good polls, some over 50%, except for one Fake Poll done by @ABC NEWS, which gives NO INFORMATION about the sample, R or D, or anything else. They did this last Election, with one week to go, down 12 points, and I won. They are disgusting Fake News!",2020-08-31 13:34:36,1,1.0,0.21367486739287544,True
61,Disgraceful that Big Ten is not playing football. Let them PLAY!,2020-08-29 04:19:07,1,0.0,0.5939908392498097,False
62,"Subject only to State approval, our important Ethanol Industry will be allowed to use the 10% Pumps for the 15% BLEND. Thank you! @SenJoniErnst @ChuckGrassley @SenatorFischer @SenJohnThune @SenatorRounds   @KimReynoldsIA @EPAAWheeler @SecretarySonny @govkristinoem",2020-09-12 14:20:51,1,1.0,0.08393181513395986,True
63,Great News on Vaccines!,2020-07-15 12:13:03,1,1.0,0.05706382067034865,True
64,"You work so hard for the military, from completely rebuilding a depleted mess that was left by OBiden, to fixing a broken V.A. and fighting for large scale military pay raises, and then a slimeball reporter, maybe working with disgruntled people, makes up such a horrible charge..",2020-09-05 12:31:19,1,1.0,0.33749150010095263,True
65,"Just returned to Washington from Louisiana & Texas, after tours and discussions concerning Hurricane Laura. Thank you to @FEMA and ALL. God bless the families of those who perished!",2020-08-30 01:17:33,1,1.0,0.2912442891951398,True
66,"Just In: Chinese State Media and Leaders of CHINA want Biden to win “the U.S. Election”.  If this happened (which it won’t), China would own our Country, and our Record Setting Stock Markets would literally CRASH!",2020-08-26 15:05:08,1,1.0,0.10682815992696626,True
67,"Wow. @CNN got caught cold manipulating the words and meaning of my 4th of July Speech. They were brazen, desperate. Watch what happens!",2020-07-05 05:32:20,1,1.0,0.37414331813464485,True
68,"Was in the Great State of Texas this week and explained that the Radical Left Do Nothing Democrats, headed up by their great leader, Sleepy Joe Biden (who never leaves his basement), are strongly against “Oil, Gas, Guns, & God”. Must be tough to win Texas on that platform!",2020-08-02 10:54:19,1,1.0,0.011725542817640933,True
69,"Great, Just Out! 51% Approval Rating in Rasmussen Poll. 95% in Republican Party. Stock Market up BIG today. Will I ever be given credit for the Markets and Economy? Next year will be BIG!",2020-09-14 14:21:47,1,1.0,0.12199815467175879,True
70,“Cities across the Nation that are run by Democrats are in shambles.” Matt Walsh  @TuckerCarlson,2020-08-06 00:18:55,1,1.0,0.34357164253632544,True
71,LAW & ORDER!,2020-09-20 13:37:14,1,0.0,0.5920636670905836,False
72,"Big wins in Tennessee and Kansas! Congratulations to @BillHagertyTN and @RogerMarshallMD. They love our Country and they love their Great States. Strong on Crime, Military, our Vets and the Second Amendment. They have my Complete and Total Endorsement!",2020-08-07 22:58:31,1,1.0,0.004472804808770436,True
73,"New China Virus Cases up (because of massive testing), deaths are down, “low and steady”. The Fake News Media should report this and also, that new job numbers are setting records!",2020-07-05 22:34:33,1,1.0,0.2926187489372686,True
74,"I spoke to highly respected (Chairman) Senator @JimInhofe, who has informed me that he WILL NOT be changing the names of our great Military Bases and Forts, places from which we won two World Wars (and more!). Like me, Jim is not a believer in “Cancel Culture”.",2020-07-24 14:28:39,1,1.0,0.30006176421875075,True
75,"So hard to watch @FoxNews anymore. They are working so hard against the people (viewers) that got them there. Their contributors are a disaster, and all over the place. The Radical Left has scared Fox into submission, just like they have so many others. Sad, but we will WIN!",2020-07-13 13:30:42,1,1.0,0.26654830286379594,True
76,"The Dow Jones Industrial just closed above 29,000! You are so lucky to have me as your President😉With Joe Hiden’ it would crash😧",2020-09-02 20:05:43,1,0.0,0.9296287300359133,False
77,"Police Chief, and most of the police in Rochester, N.Y., have resigned. The Democrat Mayor and, of courses, Governor Cuomo, have no idea what to do. New York State is a mess - No Money, High Taxes & Crime, Everyone Fleeing. November 3rd. We can fix it!",2020-09-08 22:21:26,1,1.0,0.25960002164548723,True
78,"Robert, I Love You. Rest In Peace!",2020-08-21 22:55:27,1,0.0,0.6123168980236688,False
79,People are not happy that players are not standing for our National Anthem!,2020-08-04 12:20:09,1,1.0,0.41845612983468994,True
80,"Great job @PeteHegseth, one of a kind! @foxandfriends",2020-09-05 12:54:14,1,1.0,0.25834016091050305,True
81,"Because of the China Virus, my Campaign, which has raised a lot of money, was forced to spend in order to counter the Fake News reporting about the way we handled it (China Ban, etc.). We did, and are doing, a GREAT job, and have a lot of money left over, much more than 2016....",2020-09-08 16:24:37,1,1.0,0.13397574637043663,True
82,"96% Approval Rating in the Republican Party. Thank you! Also, leading in most swing states!",2020-08-12 11:44:41,1,1.0,0.04619071883411641,True
83,I am happy to inform all of the people living their Suburban Lifestyle Dream that you will no longer be bothered or financially hurt by having low income housing built in your neighborhood...,2020-07-29 16:19:55,1,0.0,0.5904524514136715,False
84,"We just got 50% in Rasmussen, and much higher in our internal polls. We are doing a new ad campaign on Sleepy Joe Biden that will be out on Monday. He has been brought even further LEFT than Crazy Bernie Sanders ever thought possible. By the way, Bernie’s people love me on Trade!",2020-07-31 19:02:42,1,1.0,0.030563432317008976,True
85,Tremendous progress being made on Vaccines and Therapeutics!!!,2020-07-21 10:31:23,1,1.0,0.22457401610384975,True
86,The Lamestream Media is not talking about what is happening with the Stock Market and JOBS. Both are doing GREAT! The Radical Left will destroy the USA. Be careful what you wish for!,2020-07-13 13:57:06,1,1.0,0.04859531040373921,True
87,"Recently watched failed RINO Tom Ridge, former head of Homeland Security, trying to justify his sudden love of the Radical Left Mayor of Portland, who last night was booed & shouted out of existence by the agitators & anarchists. Love watching pathetic Never Trumpers squirm!",2020-07-23 13:59:34,1,1.0,0.12199353269706514,True
88,"I am SUBSTANTIALLY LOWERING MEDICARE PREMIUMS. Have instituted Favored Nations Clause and Rebates on Drug Companies. Never been done before. Drug companies are hitting me with Fake Ads, just like sleepy Joe. Be careful! Drug prices will be reduced massively, and soon.",2020-09-17 12:03:08,1,1.0,0.14213260157499474,True
89,".@Amazon, and others in that business, should be charged (by the U.S. Postal System) much more per package, and the Post Office would be immediately brought back to “good health”, now vibrant, with ALL jobs saved. No pass on to customers. Get it done!",2020-08-18 22:49:11,1,1.0,0.10078987737972944,True
90,"For the 1/100th time, the reason we show so many Cases, compared to other countries that haven’t done nearly as well as we have, is that our TESTING is much bigger and better. We have tested 40,000,000 people. If we did 20,000,000 instead, Cases would be half, etc. NOT REPORTED!",2020-07-09 12:39:33,1,1.0,0.43132368757805106,True
91,I am ready to send $105B to the states to help open schools safely with additional PPE. DEMOCRATS ARE HOLDING THIS UP!,2020-08-14 18:55:24,1,1.0,0.29034779418972645,True
92,"Actually, I think I’m leading in the Polls!  @FoxNews @OANN",2020-08-23 18:45:19,1,1.0,0.1464420263733336,True
93,“Joe Biden has made a lot of promises - and not gotten a lot done.” @foxandfriends  That is the understatement of the year!!!,2020-07-15 11:39:28,1,1.0,0.13690814221651681,True
94,Will be interviewed by @seanhannity tonight at 9:00 P.M. Enjoy!  @FoxNews,2020-08-21 00:51:28,1,1.0,0.07108015238614518,True
95,"Joe Biden says this is a race between Scranton and Park Avenue. This is a race between Scranton and China. Joe Biden betrayed Scranton, and America, to China and foreign countries. I will always put America First!",2020-09-18 22:56:18,1,1.0,0.1555164212244199,True
96,"Bob Woodward had my quotes for many months. If he thought they were so bad or dangerous, why didn’t he immediately report them in an effort to save lives? Didn’t he have an obligation to do so? No, because he knew they were good and proper answers. Calm, no panic!",2020-09-10 13:02:50,1,0.0,0.8245557482637101,False
97,Will be speaking at 7:00 P.M. Thank you for all of the nice comments on the Mount Rushmore speech last night!!!,2020-07-04 20:19:07,1,1.0,0.03019129563727685,True
98,"Despite biggest ever job gains and a V shaped recovery, Joe Biden said, “I would shut it down”, referring to our Country. He has no clue!",2020-08-22 22:17:09,1,1.0,0.24657363080083883,True
99,Another HISTORIC breakthrough today! Our two GREAT friends Israel and the Kingdom of Bahrain agree to a Peace Deal – the second Arab country to make peace with Israel in 30 days!,2020-09-11 17:00:48,1,1.0,0.09280859509654094,True
100,"If I didn’t INSIST on having the National Guard activate and go into Kenosha, Wisconsin, there would be no Kenosha right now. Also, there would have been great death and injury. I want to thank Law Enforcement and the National Guard. I will see you on Tuesday!",2020-08-31 13:10:36,1,1.0,0.29175243262142003,True
101,"The “suburban housewife” will be voting for me. They want safety & are thrilled that I ended the long running program where low income housing would invade their neighborhood. Biden would reinstall it, in a bigger form, with Corey Booker in charge! @foxandfriends @MariaBartiromo",2020-08-12 11:59:42,1,1.0,0.4444973362092136,True
102,"I was never a big fan of John McCain, disagreed with him on many things including ridiculous endless wars and the lack of success he had in dealing with the VA and our great Vets, but the lowering of our Nations American Flags, and the first class funeral he was given by our....",2020-09-04 02:36:58,1,1.0,0.06781916034560265,True
103,"Congratulations to Andrew Clyde on a big win last night against a strong opponent in #GA09! An early supporter of ours, Andrew will be an incredible Congressman for the people of Georgia!",2020-08-12 16:34:28,1,1.0,0.057075566286055146,True
104,"“COVID-19 (China Virus) Death Rate PLUNGES From Peak In U.S.” A Tenfold Decrease In Mortality. The Washington Times @WashTimes  Valerie Richardson.  We have the lowest Mortality Rate in the World. The Fake News should be reporting these most important of facts, but they don’t!",2020-07-07 12:52:40,1,1.0,0.25858186290384033,True
105,"IF YOU CAN PROTEST IN PERSON, YOU CAN VOTE IN PERSON!",2020-08-19 13:38:31,1,0.0,0.864340581913579,False
106,LAW & ORDER!,2020-07-14 04:18:27,1,0.0,0.5920636670905836,False
107,Will be landing shortly in the Great State of North Carolina. See you soon!,2020-09-02 17:34:23,1,1.0,0.018715737227965712,True
108,"Drug prices will soon be lowered massively. Big Pharma (Drug Companies) are advertising against me like crazy because lower prices mean less profit. When you watch a Fake Ad, just think lower drug prices!!!",2020-07-30 13:44:26,1,0.0,0.5992442839042791,False
109,"Economy and Jobs are growing MUCH faster than anyone (except me!) expected. Job growth is biggest in history. China Virus Mortality Rate is among the LOWEST of any country. Shaping up for a good third quarter, and a great next year! NASDAQ at new record high, 401k’s way up!!!!",2020-07-08 13:50:41,1,1.0,0.28956897676608273,True
110,“President Trump champions American greatness in his Mount Rushmore speech.” @seanhannity @FoxNews,2020-07-07 02:46:02,1,1.0,0.2787272606447353,True
111,"The Atlantic Magazine is dying, like most magazines, so they make up a fake story in order to gain some relevance. Story already refuted, but this is what we are up against. Just like the Fake Dossier. You fight and and fight, and then people realize it was a total fraud!",2020-09-04 14:44:30,1,1.0,0.27690286872937586,True
112,"Now AP estimates that the real Cuomo number of people killed because of his total incompetence is 11,000, not the 6000 that was originally thought!",2020-08-18 03:26:41,1,0.0,0.5854145000955833,False
113,"Nancy Pelosi said she got “set up” by the owner (a very good one) of a beauty parlor. If so, how will she do in negotiations against President Xi of China, President Putin of Russia, or Kim Jong Un of North Korea. Not so well, I suspect, but far better than Joe Hiden’ would do!",2020-09-05 20:16:10,1,0.0,0.7539155010374883,False
114,"I was saddened to learn of the passing of India's former President, Pranab Mukherjee. I send my condolences to his family and the people of India as they grieve the loss of a great leader.",2020-09-01 16:57:24,1,1.0,0.16059162718489395,True
115,"I STAND FOR LAW AND ORDER AND I TOOK ACTION! Operation LeGend has led to the arrest of over 1,000 criminals, including 90 killers, all while Sleepy Joe Biden and the Radical Left excuses violence and crime in their Democrat-run cities. I want safety & security, Joe allows CRIME!",2020-08-20 23:28:16,1,1.0,0.12610179854178782,True
116,"“Treatment with hydroxychloroquine cut the death rate significantly in sick patients hospitalized with COVID-19 – and without heart-related side-effects, according to a new study published by Henry Ford Health System. In a large-scale retrospective analysis...",2020-07-06 18:36:59,1,1.0,0.35291179741847123,True
117,"Big news, Oklahoma! I’m proud to support infrastructure in your state with $13.7 million from @USDOT for bus improvements across the state. SO important for helping people get where they need to go safely.",2020-08-12 18:41:30,1,1.0,0.23441751622130402,True
118,I will be interviewed by @MariaBartiromo on @FoxBusiness this morning at 7:30. A.M. Enjoy!,2020-08-13 10:43:13,1,1.0,0.05706215245876123,True
119,"A very big CONGRATULATIONS to the great @seanhannity on having the Number One Book on the Planet, “Live Free Or Die”. The book is fantastic, and so true. Keep Sean Number One!",2020-08-06 03:51:13,1,1.0,0.2791560096760223,True
120,"It’s never a real Twitter Trending. It’s Twitter Executive’s Choice. Only negative on Republican voices, especially mine!",2020-08-20 11:52:13,1,0.0,0.7153329785732552,False
121,".@RonnyJackson4TX is a spectacular man. An Admiral in the Navy, he is a brave and loyal Warrior who loves our Military and Vets. As a medical doctor, Ronny is great on HealthCare and he is Strong on Cutting Taxes, the Border and the Second Amendment...",2020-07-03 21:09:12,1,1.0,0.030956877039392205,True
122,"Everybody does phony books on Donald Trump and Republicans, just like the Fake Dossier, which turned out to be a total fraud perpetrated by Crooked Hillary Clinton and the DNC...",2020-08-14 16:17:46,1,1.0,0.2477472613668652,True
123,"If the Federal Government and its brilliant Law Enforcement (Homeland) didn’t go into Portland one week ago, there would be no Portland -- It would be burned and beaten to the ground. If the Mayor and Governor...",2020-07-29 17:02:33,1,1.0,0.4823919030247329,True
124,"Twitter makes sure that Trending on Twitter is anything bad, Fake or not, about President Donald Trump. So obvious what they are doing. Being studied now!",2020-09-17 12:07:22,1,0.0,0.6993736398191306,False
125,"The Democrats took the word GOD out of the Pledge of Allegiance at the Democrat National Convention. At first I thought they made a mistake, but it wasn’t. It was done on purpose. Remember Evangelical Christians, and ALL, this is where they are coming from-it’s done. Vote Nov 3!",2020-08-22 11:22:45,1,1.0,0.07551556616543886,True
126,Fake News asks why I bring up Booker. It’s because Biden supports Booker’s bill that forces federal control of local zoning and low income housing in suburbs...,2020-09-09 23:50:28,1,0.0,0.5903504886675351,False
127,"“Republican voter registration is way up, Democrat numbers are down.” @foxandfriends",2020-07-13 11:54:38,1,1.0,0.07799957827612658,True
128,MAKE AMERICA GREAT AGAIN!,2020-09-20 13:37:58,1,1.0,0.4891233134785692,True
129,"Unsolicited Ballots are uncontrollable, totally open to ELECTION INTERFERENCE by foreign countries, and will lead to massive chaos and confusion!",2020-09-17 18:12:50,1,1.0,0.2535158273585181,True
130,"My team and I are closely monitoring extremely dangerous Hurricane Sally. We are fully engaged with State & Local Leaders to assist the great people of Alabama, Louisiana, and Mississippi. Be ready and listen to State and Local Leaders! @GovernorKayIvey @LouisianaGov @TateReeves",2020-09-15 03:25:01,1,1.0,0.24454488441758448,True
131,"Democrats only want BAILOUT MONEY for Blue States that are doing badly. They don’t care about the people, never did!",2020-09-17 12:12:48,1,1.0,0.26646148739150965,True
132,New York City must stop the Shutdown now. The Governor & Mayor are destroying the place!,2020-09-08 12:12:53,1,1.0,0.40226751099273783,True
133,"Mail-In Voting, unless changed by the courts, will lead to the most CORRUPT ELECTION in our Nation’s History! #RIGGEDELECTION",2020-07-21 11:41:10,1,1.0,0.12937492125941075,True
134,"According to press reports, Iran may be planning an assassination, or other attack, against the United States in retaliation for the killing of terrorist leader Soleimani, which was carried out for his planning a future attack, murdering U.S. Troops, and the death & suffering...",2020-09-15 03:04:33,1,1.0,0.47860549428083166,True
135,"We will be substantially LOWERING Medicare Premiums and Prescription Drug Prices, bringing them down to levels that were not thought possible!",2020-09-09 12:53:42,1,1.0,0.3928544477289322,True
